sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
1767,08f49824998a425003760394c03c89c5,899,Unf5cncllS4V_CKQmp2V9Q,0.435,0,0.42,0.38,parque acu tico teph,parque acu tico 'el thepe',advance auto parts,2,0.0,0.0,"['swimming_pool', 'water_park', 'park']",['sports_and_recreation_>_water_sports_>_swimming_>_swimming_pool'],"['auto_parts_&_supplies', 'automotive']",1,0.38,0.45,"carr. méxico laredo, km 152, 42323 el tephé, hgo., ixmiquilpan, 42323","carr. méxico-laredo km. 152, el tephé, HIDALGO, 42323","13015 seminole blvd, largo, FL, 33778"
1768,08f1fb14213b534803295839333df491,1789,9L-MR0arflwFMF9szEBOOg,0.485,1,0.56,0.57,amplifon france,amplifon sainte savine,california wine festival,2,0.0,0.0,"['health_and_medical', 'medical_supply', 'audiologist']",['health_and_medicine_>_medical_center'],"['wineries', 'food', 'restaurants', 'arts_&_entertainment', 'festivals', 'food_stands']",0,0.4,0.34,"27b avenue du général gallieni, sainte-savine, 10300","27 bis avenue du général galliéni, sainte savine, AUBE, 10300","santa barbara, CA, 93101"
1769,08fad3618e4a04ea032d5d60f42d16aa,574,PW5eZM5RAQEhy3wgovChhQ,0.48000000000000004,1,0.48,0.56,virginia coffee roastery & eatery,virginia coffee roastery,cafe victoria's,2,0.0,0.0,"['coffee_shop', 'restaurant', 'breakfast_and_brunch_restaurant']","['dining_and_drinking_>_cafe,_coffee,_and_tea_house_>_coffee_shop']","['food', 'cafes', 'restaurants', 'coffee_&_tea', 'breakfast_&_brunch']",0,0.4,0.33,"anansi, 25 church st, durbanville, WC, 07550","kerk st, durbanville, WESTERN CAPE, 07550","325 n 12th st, philadelphia, PA, 19107"
1770,08f2b9bc7517404003d5dc9fe0857b67,1606,WSVFcew59zWFZryWUVQACA,0.565,0,0.64,0.6,mega city drains plumbing & heating,mega city drain & plumbing and heating,drainmen plumbing,0,0.16666666666666666,0.0,['plumbing'],['retail_>_construction_supplies_store'],"['water_heater_installation/repair', 'septic_services', 'contractors', 'local_services', 'home_services', 'plumbing']",1,0.48,0.49,"16 cosburn ave, toronto, ON, M4K 2E7","16 cosburn ave, east york, ON, M4K 2E7","21 n hanover st, pottstown, PA, 19464"
1771,08f2a12050268a530324d17797694ac7,5887,2uF4mczsF86JI-Bnt7keDA,0.56,1,0.48,0.5,american printing unlimited,american printing,atomic wings & things,2,0.0,0.0,"['printing_services', 'graphic_designer', 'professional_services']",['business_and_professional_services_>_photography_service_>_photography_lab'],"['restaurants', 'pizza']",0,0.62,0.55,"201 northampton st, easton, PA, 18042","102 northampton street, easton, PA, 18042","27 s morton ave, morton, PA, 19070"
1773,08f1fb470dc5cd6303a4cfc2e399bd59,476,dk9zGFRJD2RXkHqAmFHOOA,0.52,0,0.62,0.56,garage st nicolas,garage saint nicolas,garage pizza,2,0.0,0.0,"['automotive_repair', 'professional_services']",['business_and_professional_services_>_automotive_service_>_automotive_repair_shop'],"['american_(new)', 'sandwiches', 'restaurants', 'pizza']",1,0.36,0.42,"61 rue saint-nicolas, maisons-laffitte, 78600","61 rue saint-nicolas, maisons laffitte, ÎLE-DE-FRANCE, 78600","2828 canal st, new orleans, LA, 70119"
1774,08f498c9acd70c4003a8557a61210d68,1675,WaRZsQEcEHwRk0T2dJ-cuA,0.445,0,0.52,0.36,casa de la cultura,casa de la cultura zapotlanejo,la casita,2,0.0,0.0,"['cultural_center', 'public_and_government_association', 'topic_concert_venue']","['community_and_government_>_cultural_center', 'arts_and_entertainment_>_performing_arts_venue_>_theater']","['mexican', 'latin_american', 'gluten-free', 'restaurants']",1,0.33,0.37,"porfirio díaz 40, 45430","porfirio díaz, zapotlanejo, JALISCO, 45430","634 julia st, new orleans, LA, 70130"
1775,08f1fa5b010ab293030b6022cf9dd0f4,1768,PMpcbvBon1rfGE7pWKv8aQ,0.41500000000000004,2,0.46,0.46,messing bedachung und holzbau ug,messing bedachung und holzbau ug,king house chinese restaurant,2,0.0,0.0,"['roofing', 'handyman']",['retail_>_construction_supplies_store'],"['restaurants', 'chinese']",0,0.37,0.28,"büngerner allee 7, rhede, 46414","büngerner allee 7, rhede, NORDRHEIN-WESTFALEN, 46414","2809 ridge pike, trooper, PA, 19403"
1776,08f6d231a2d0e8a603781ab4b4091872,1542,o9o6Doucymlma6aU7e22DA,0.495,1,0.49,0.6,instituto andes tuxtla,instituto andes,levittown lanes,2,0.0,0.0,"['private_school', 'school', 'elementary_school']","['community_and_government_>_education', 'community_and_government_>_education_>_college_and_university']","['active_life', 'bowling']",1,0.24,0.39,"cumbres 1, 29050","av. cumbres 1, CHIAPAS, 29050","8815 new falls rd, levittown, PA, 19054"
1777,08f1e9a3b098a14203d91d9093a92cf3,1361,HJNRlG5nM4Bxy97PmNNaTQ,0.44499999999999995,2,0.41,0.41,rosalba costruzioni,rosalba costruzioni,aman's indian bistro,2,0.0,0.0,"['construction_services', 'electrician', 'professional_services']","['business_and_professional_services_>_home_improvement_service_>_electrician', 'business_and_professional_services_>_home_improvement_service_>_general_contractor']","['restaurants', 'indian', 'buffets', 'vegetarian', 'seafood']",0,0.48,0.45,"via trieste, 86, villabate, 82, 90039","via trieste 86, villabate, PALERMO, 90039","690 main st, harleysville, PA, 19438"
1779,08fa81c3767b1c0a03138c4ce1229b3f,1291,b6mtezJs5KNZNvgHU-sR8Q,0.51,2,0.57,0.57,getulio bar,get lio bar,tony's bar,2,0.0,0.0,['bar'],['dining_and_drinking_>_bar_>_pub'],"['dive_bars', 'nightlife', 'bars']",0,0.45,0.42,"avenida getúlio vargas, 12-26, bauru, SP, 17017","avenida getulio vargas, 1226, bauru, SP, 17017","1002 woodlawn ave, collingdale, PA, 19023"
1780,08f264d6e480d83503dfb7f68d82bad5,11225,y4-3HqgXS1llkZiqc-amFg,0.475,0,0.5,0.43,bitcoin depot,bitcoin depot atm,econo lodge,2,0.0,0.0,"['atms', 'currency_exchange']",['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm'],"['event_planning_&_services', 'hotels_&_travel', 'hotels']",2,0.45,0.45,"400 s james campbell blvd, columbia, TN, 38401","400 s james campbell blvd, columbia, TN, 38401","3414 percy priest drive, nashville, TN, 37214"
1781,08fa835d5acadcd8031eddedfd4b67e8,1813,uFF40n9pOqHK1ciajdoSEw,0.55,1,0.63,0.67,restaurante sabor e arte,restaurante sabor & arte,tony's restaurant,2,0.0,0.0,"['restaurant', 'theme_restaurant', 'buffet_restaurant']",['dining_and_drinking_>_restaurant_>_buffet'],"['restaurants', 'american_(traditional)']",1,0.32,0.43,"rua novecentos e quatro, 493, balneário camboriú, SC, 88330","3a avenida, balneário camboriú, SANTA CATARINA, 88330","699 linden ave, carpinteria, CA, 93013"
1782,08f264d1a16d89a6039e35b542dfb702,1549,jRyuScTMHEyPmlghZv8mnA,0.72,0,0.47,0.35,results physiotherapy nashville tennessee - west,results physiotherapy,nashville west shopping center,2,0.0,0.0,"['physical_therapy', 'health_and_medical']",['health_and_medicine_>_physical_therapy_clinic'],"['shopping', 'shopping_centers']",1,0.88,0.97,"6816 charlotte pike ste 103, nashville, TN, 37209","6816 charlotte pike, nashville, TN, 37209","6716 charlotte pike, nashville, TN, 37209"
1783,08f6d23b1c0e0528036e8005470f0d09,887,DJdOxtjoSwQf9O_JPlanfQ,0.53,1,0.54,0.7,don pancho barber studio,don pancho barber shop,gifted hands barber shop,2,0.0,0.0,"['beauty_salon', 'barber']",['business_and_professional_services_>_health_and_beauty_service_>_hair_salon'],"['barbers', 'beauty_&_spas']",0,0.36,0.24,"francisco i. madero 23, san cristóbal de las casas, 29230","san cristóbal de las casas, CHIAPAS, 29200","5823 s dale mabry hwy, tampa, FL, 33611"
1784,08f1fa3715670d9003b992b2169fe0e6,1557,WhcwzJgwkgbmDpRWB0FsMA,0.44499999999999995,2,0.47,0.47,amtsgericht merzig,amtsgericht merzig,artistic eyewear,2,0.0,0.0,"['courthouse', 'public_service_and_government']",['community_and_government_>_government_building_>_courthouse'],"['eyewear_&_opticians', 'shopping']",0,0.42,0.4,"wilhelmstraße 2, merzig, 66663","wilhelmstraße 2, merzig, SAARLAND","127 n high st, west chester, PA, 19380"
1786,08fa8f56a671d254038c00412af16327,1326,y44MbCvvtmg1FpkNGSWisw,0.485,2,0.45,0.45,shopping ok,shopping ok,tony's luke,2,0.0,0.0,"['shopping_center', 'fashion_accessories_store', 'shopping']",['retail_>_computers_and_electronics_retail_>_electronics_store'],"['cheesesteaks', 'restaurants']",0,0.52,0.32,"avenida joão pessoa, 137, uberlândia, MG, 38400","center shopping, uberlândia, MG","8500 essington ave, philadelphia, PA, 19153"
1788,08f39649269994f403818c4353736049,1496,St0MOWhOcfipWifVUDEQbA,0.44500000000000006,2,0.56,0.56,clinique de la chaussure,clinique de la chaussure,pet care clinic,2,0.0,0.0,"['shoe_store', 'shoe_repair', 'clothing_store']","['retail_>_fashion_retail_>_clothing_store', 'retail_>_fashion_retail_>_shoe_store']","['pet_sitting', 'pet_services', 'veterinarians', 'pets', 'pet_groomers']",0,0.33,0.31,"6b rue saint-georges, mussidan, 24400","6 bis rue saint-georges, mussidan, DORDOGNE, 24400","1151 e fairview ave, meridian, ID, 83642"
1789,08fb25919140d504031466d3d5beb5d2,777,wcpL6sD6jKsBO0tbdK2KEA,0.67,2,1.0,1.0,mcdonald's,mcdonald's,mcdonald's,2,0.0,0.0,"['fast_food_restaurant', 'burger_restaurant', 'sandwich_shop']",['dining_and_drinking_>_restaurant_>_fast_food_restaurant'],"['restaurants', 'coffee_&_tea', 'fast_food', 'burgers', 'food']",1,0.23,0.34,"granaderos 222, río cuarto, X5800","eliseo sanchez 200, rio cuarto, AR","8907 e 116th st, fishers, IN, 46038"
1790,08f12d87937886ed03cf23f162e10f02,29606,qbh_Xg-wfgk_qINdyApMag,0.43499999999999994,2,0.3,0.3,edward jones,edward jones,valvoline instant oil change,2,0.0,0.0,"['financial_advising', 'financial_service', 'professional_services']",['business_and_professional_services_>_financial_service_>_financial_planner'],"['oil_change_stations', 'automotive']",2,0.57,0.57,"309 s main st, colville, WA, 99114","522 s main st, colville, WA, 99114","325 ne myra road, college place, WA, 99324"
1791,08f44a912c6344da0349baa53689eb86,1555,ITnfS2v029e56jZcJbr7aQ,0.535,0,0.64,0.55,bitcoin depot,bitcoin depot atm,beauty depot,2,0.0,0.0,"['atms', 'currency_exchange']",['business_and_professional_services_>_financial_service_>_banking_and_finance_>_atm'],"['beauty_&_spas', 'cosmetics_&_beauty_supply', 'shopping']",2,0.43,0.43,"3915 w vine st, kissimmee, FL, 34741","3915 w vine st, kissimmee, FL, 34741","2319 34th st s, st. petersburg, FL, 33711"
1792,08f1f302641ad48a03afd98693f81380,578,5whwQ1UnbkT2wwD8-08Rpw,0.41500000000000004,2,0.52,0.52,reformhaus schulze,reformhaus schulze,cole brothers,2,0.0,0.0,"['butcher_shop', 'health_market', 'retail']",['retail_>_food_and_beverage_retail_>_grocery_store'],"['automotive', 'auto_parts_&_supplies']",0,0.31,0.26,"stephanstr. 7, sylt, SCHLESWIG-HOLSTEIN, 25980","stephanstr. 7, westerland, SCHLESWIG-HOLSTEIN","711 myatt center ln, madison, TN, 37115"
1793,08f1f9136ed43af60307063458bcf83f,1131,0CMmdGACj_gM8GSTOjhpWQ,0.49,2,0.56,0.56,maison janin,maison janin,animal clinic,2,0.0,0.0,"['bakery', 'tea_room', 'restaurant']",['dining_and_drinking_>_bakery'],"['pet_services', 'pets', 'pet_groomers', 'veterinarians', 'pet_sitting', 'pet_boarding']",0,0.42,0.37,"205 route de serry, fillinges, 74250","205 route de serry, fillinges, AUVERGNE-RHÔNE-ALPES, 74250","580 w main st, hendersonville, TN, 37075"
1794,08f3f6155adb4800030ff0e1a6f584ea,660,kLSEk3qXY1KdtFjxHJ9pww,0.69,2,1.0,1.0,mcdonald's,mcdonald's,mcdonald's,2,0.0,0.0,"['fast_food_restaurant', 'burger_restaurant', 'restaurant']",['dining_and_drinking_>_restaurant_>_fast_food_restaurant'],"['restaurants', 'fast_food', 'food', 'coffee_&_tea', 'burgers']",1,0.27,0.38,"teraspark avm dr, 55. sokak 12, merkezefendi, 20040","teras park, merkezefendi, DENIZLI, 20125","501 franklin mill cir, philadelphia, PA, 19154"
1796,08f8a0593381158b031ab2f66b35731c,916,du_yelFmWOZDEyIAE-jdsQ,0.47000000000000003,1,0.34,0.55,comercial mariano de porto velho-ro,comercial mariano,taco del mar,2,0.0,0.0,"['retail', 'wholesale_store']",['retail_>_miscellaneous_store'],"['restaurants', 'mexican', 'fast_food', 'tex-mex']",0,0.39,0.26,"rua da beira, 7420, porto velho, RO, 76811","rua da beira, porto velho, RONDÔNIA","1515-poydras st, ste 160, new orleans, LA, 70112"
1798,08fbe184e32632a503fa980d1ab35e1a,396,csJKpjAqZu42-pPhFLfPLw,0.45999999999999996,0,0.48,0.32,kempsey skip bins,kempsey skips & scrap metal,seven qi spa,2,0.0,0.0,"['garbage_collection_service', 'contractor', 'public_service_and_government']","['business_and_professional_services_>_home_improvement_service', 'business_and_professional_services_>_metals_supplier', 'retail_>_furniture_and_home_store_>_housewares_store']","['beauty_&_spas', 'massage']",0,0.44,0.37,"9 akubra pl, south kempsey, NSW, 02440","9-11 akubra pl, kempsey, NSW, 02440","922 canal st, new orleans, LA, 70130"
1799,08f1f8a24e650258034f1be6a73785ab,4299,_lwoNL74raFbuMqudxZMew,0.505,1,0.2,0.6,palanaunia - struttura per eventi fiere e congressi,palanaunia,alpha nail,2,0.0,0.0,"['pub', 'bar', 'restaurant']","['business_and_professional_services_>_event_space', 'arts_and_entertainment_>_performing_arts_venue', 'business_and_professional_services_>_convention_center']","['nail_salons', 'beauty_&_spas']",1,0.38,0.41,"piazza stefenelli, fondo, TN, 38013","piazza stefenelli, 4, fondo, TRENTINO-ALTO ADIGE, 38013","4121 hillsboro pike, ste 209, nashville, TN, 37215"
1800,08f1f06ce2a004a40341f2b27fa560e7,1944,EWic11QcQsiwLe4e4TKfmA,0.515,1,0.28,0.6,bad & meer fachmarkt f r heizung & sanit r,bad & meer,blood center,2,0.0,0.0,"['hvac_services', 'plumbing']","['business_and_professional_services_>_home_improvement_service_>_heating,_ventilating_and_air_conditioning_contractor', 'business_and_professional_services_>_home_improvement_service_>_landscaper_and_gardener', 'business_and_professional_services_>_home_improvement_service_>_plumber']","['local_services', 'blood_&_plasma_donation_centers', 'community_service/non-profit', 'health_&_medical']",0,0.43,0.39,"hollerstr. 99, büdelsdorf, 24782","hollerstr. 99, büdelsdorf, SCHLESWIG-HOLSTEIN, 24782","2617 edenborn ave, ste a, metairie, LA, 70002"
1801,08f2a8472eb0372603d0a2542fe88cc8,4871,1pkuCWlH3iEuUAQVHpIuHQ,0.645,0,0.78,0.53,coinstar,coinstar bitcoin atm,china star,2,0.0,0.0,"['currency_exchange', 'business', 'atms']",[],"['cantonese', 'restaurants', 'chinese', 'szechuan']",0,0.51,0.49,"giant eagle, 254 yost blvd, pittsburgh, PA, 15221","254 yost blvd, pittsburgh, PA, 15221","425 west girard ave, philadelphia, PA, 19123"
1802,08f1fa18b10096560307f7ed7f421854,1754,WHRrhggfj5x3URXVrFqVcA,0.435,0,0.43,0.19,essbar 32 inh zahide kahraman,essbar 32,cortina ristorante & bar,2,0.0,0.0,"['fast_food_restaurant', 'eat_and_drink', 'restaurant']",['dining_and_drinking_>_restaurant_>_hot_dog_joint'],"['italian', 'restaurants']",0,0.44,0.33,"maternusstraße 32, köln, 50996","maternusstrasse 32, köln ehrenfeld, NORDRHEIN-WESTFALEN, 50996","13971 s virginia st, reno, NV, 89555"
1804,08f1ea3496a5164d03d849108a98dfbc,1545,TteUG63xhW8ORWNzQ1i_1w,0.46499999999999997,1,0.3,0.57,gala supermercato,gala,gap,2,0.0,0.0,"['supermarket', 'retail']",[],"['sporting_goods', ""women's_clothing"", 'shopping', ""men's_clothing"", 'fashion', 'sports_wear', ""children's_clothing""]",1,0.28,0.36,"via p. togliatti, città di castello, PG, 06012","viale palmiro togliatti 2, città di castello, PERUGIA, 06012","615 paseo nuevo, santa barbara, CA, 93101"
1806,08f1fa570ed43ca203d8ee44e6490fe0,1956,Aq-S2Qlx__4eCCRDlfEAWw,0.44999999999999996,0,0.58,0.56,denns biomarkt,denn's biomarkt,stein mart,0,0.09090909090909091,0.0,"['organic_grocery_store', 'supermarket', 'shopping']",['retail_>_food_and_beverage_retail_>_grocery_store_>_organic_grocery'],"['shopping', 'department_stores', 'fashion', 'accessories', ""men's_clothing"", ""women's_clothing"", 'home_decor', ""children's_clothing"", 'home_&_garden']",2,0.32,0.32,"odenkirchener straße 34, mönchengladbach, 41236","odenkirchener straße 34, mönchengladbach, 41236","125 w dekalb pike, ste 140, king of prussia, PA, 19406"
1807,08fa8100cc66655e03e374c185c76a8f,1998,Llu8_Lx2DFthmr99_eiOLA,0.485,2,0.52,0.52,restaurante estrela da matarazzo,restaurante estrela da matarazzo,wei hong bakery & restaurant,2,0.0,0.0,['restaurant'],['dining_and_drinking_>_restaurant'],"['bakeries', 'chinese', 'restaurants', 'food']",1,0.37,0.45,"avenida francisco matarazzo, 833, são paulo, SP, 05001","av. francisco matarazzo, 433, são paulo, SP","3175 s grand blvd, saint louis, MO, 63118"
1808,08f1f2e4c52535b303d6e2707a0f297b,1898,R9ZtI-fSkarGx8RqmD-AJg,0.45999999999999996,1,0.41,0.42,svensk fastighetsf rmedling esl v,svensk fastighetsf rmedling,carondelet medical group - riverstone,2,0.0,0.0,"['real_estate', 'real_estate_agent']",['business_and_professional_services_>_real_estate_service'],"['obstetricians_&_gynecologists', 'doctors', 'health_&_medical', 'family_practice', 'cardiologists']",1,0.38,0.5,"västergatan 5, eslöv, 241 30","stora torg 8, eslöv, SKÅNE LÄN, 241 30","4892 n stone ave, ste 100, tucson, AZ, 85704"
1810,08fa81031342d69903a4301c8d4f2227,714,GILL0ZkvVXJaNQzYRXfMQw,0.485,0,0.58,0.0,cvc sp - parque shopping barueri,cvc,paris parker salon & spa,2,0.0,0.0,"['travel_services', 'park', 'travel_company']",['travel_and_transportation_>_travel_agency'],"['hair_salons', 'beauty_&_spas', 'nail_salons', 'day_spas', 'hair_removal', 'waxing', 'hair_extensions']",1,0.37,0.39,"rua general divisão pedro r. da silva, 400, barueri, SP, 06440","rua general de divisão de pedro rodrigues da, 400, barueri, SP, 6440180","4900 prytania st, new orleans, LA, 70115"
1813,08fa81070968a62c03384b06a272951c,1124,sMqC5I43z_qB8z54gltlvg,0.475,1,0.44,0.53,recolast ambiental engenharia,recolast ambiental,brendan's repair,2,0.0,0.0,"['industrial_equipment', 'agriculture', 'commercial_industrial']",['business_and_professional_services_>_factory'],"['appliances_&_repair', 'farm_equipment_repair', 'local_services']",0,0.42,0.32,"rua são paulo de oliveira, 587, guarulhos, SP, 07240","rua do gaivota preta, 201, guarulhos, SP, 07124","2400 wyandotte rd, willow grove, PA, 19090"
1814,08f2663a6e140095038779db6731c181,8686,HbWj_5vgF_IwGU4ru-vSyA,0.485,1,0.42,0.44,smoker friendly discount tobacco 27,smoker friendly discount tobacco,tropical smoothie cafe,2,0.0,0.0,"['tobacco_shop', 'grocery_store']",['retail_>_smoke_shop'],"['food', 'juice_bars_&_smoothies', 'restaurants', 'fast_food']",0,0.53,0.36,"2501 s 3rd st, terre haute, IN, 47802","terre haute, IN","365 w 116th st, carmel, IN, 46032"
1815,08f2986a00c0a6240346c25da2e79e37,23586,jlAALPItSKyYuxdADHhN9g,0.525,2,0.62,0.62,jay's carpet cleaning,jay's carpet cleaning,learning express toys,2,0.0,0.0,"['carpet_store', 'carpet_cleaning', 'home_improvement_store']","['retail_>_miscellaneous_store', 'retail_>_construction_supplies_store', 'business_and_professional_services_>_health_and_beauty_service_>_dry_cleaner']","['shopping', 'toy_stores', 'flowers_&_gifts', 'gift_shops']",2,0.43,0.43,"1409 dream bridge dr, las vegas, NV, 89144","1409 dream bridge dr, las vegas, NV, 89144","197 damonte ranch parkway, ste d, reno, NV, 89521"
1816,08fa8100d98abd1c031cef4f718ca8bd,1083,koeubKPpi6ax4FDh7_zcWg,0.47,2,0.61,0.61,espaco brazuca,espa o brazuca,palo de azucar cafe,2,0.0,0.0,['restaurant'],['dining_and_drinking_>_restaurant'],"['cafes', 'restaurants', 'food', 'coffee_&_tea']",0,0.33,0.3,"rua banco das palmas, 145, são paulo, SP, 02016","rua banco das palmas, 145, são paulo, SÃO PAULO, 02016","862 s broad st, trenton, NJ, 08611"
1817,08f29a0a6e2654cd03c7fe425f193cab,8389,zmEBcwiDviuo8yYCcmF0Dw,0.51,0,0.5,0.48,holiday 1 hour cleaners,holiday 1 hr cleaners,hollister barber shop,2,0.0,0.0,"['dry_cleaning', 'laundromat', 'professional_services']",['business_and_professional_services_>_laundry_service'],"['beauty_&_spas', 'barbers']",2,0.52,0.52,"11131 1st ave, whittier, CA, 90603","11131 1st ave, whittier, CA, 90603","5731 hollister ave, goleta, CA, 93117"
1818,08f2aaab4d4c0d620325d61d2ce778c7,1871,pEYs1oVeJ6YM2SG5WEr5Pg,0.45,0,0.53,0.41,draeger interlock,draeger ignition interlock,burger theory,2,0.0,0.0,"['automotive_parts_and_accessories', 'home_security', 'medical_service_organizations']","['business_and_professional_services_>_factory', 'business_and_professional_services_>_business_service']","['burgers', 'restaurants']",1,0.32,0.37,"7627 fullerton rd, springfield, VA, 22153","7635 fullerton rd, springfield, VA, 22153","8555 stansted dr, indianapolis, IN, 46241"
1820,08f275d2b08dc3b20361fd24c778f068,30,fvWn8oXXwbj2l79cochZyw,0.53,0,0.49,0.45,survive alive house,survive alive house mfd,altitude trampoline park - boise,2,0.0,0.0,"['public_and_government_association', 'central_government_office', 'beauty_salon']",['landmarks_and_outdoors_>_structure'],"['trampoline_parks', 'active_life']",0,0.57,0.52,"2059 s 20th st, milwaukee, WI, 53204","2028 w vilter ln, milwaukee, WI, 53204","1301 n milwaukee st, boise, ID, 83704"
1821,08f1eb52136466110372311b39f89b9c,642,_CFqjUDwqpfKlsbl01KQ8Q,0.455,2,0.56,0.56,edicola,edicola,disc replay,0,0.125,0.0,"['book_magazine_distribution', 'comic_books_store', 'shopping']",['retail_>_newsstand'],"['video_game_stores', 'electronics', 'shopping', 'books', 'mags', 'music_&_video']",0,0.35,0.29,"via cosimo del fante, 43, livorno, 52, 57123","via de lardarel, livorno, TOSCANA, 57122","8210 rockville rd, indianapolis, IN, 46214"
1822,08f1fa9c62a634f40364c2cf897ac125,422,fNssGWMjae-SUzyyGblspQ,0.44000000000000006,2,0.55,0.55,action,action,apron,2,0.0,0.0,"['convenience_store', 'retail']",['retail'],"['caterers', 'event_planning_&_services', 'sandwiches', 'restaurants']",2,0.33,0.33,"am lerchenfeld 3, neustadt bei coburg, BAVARIA, 96465","am lerchenfeld 3, neustadt bei coburg, BAYERN, 96465","47 e kings hwy, haddonfield, NJ, 08033"
1824,08f194990605609d032971c417e59bd4,519,ufvaaDCkJj5pW4f7_DSN5w,0.495,1,0.61,0.64,auto- cole de l'etoile,auto-ecole de l'etoile,firestone complete auto care,2,0.0,0.0,"['driving_school', 'education']",['community_and_government_>_education_>_driving_school'],"['auto_parts_&_supplies', 'automotive', 'auto_repair', 'tires', 'oil_change_stations']",1,0.29,0.35,"11 rue roger bouvry, seclin, 59113","11 rue roger bouvry, seclin, NORD, 59113","777 middletown blvd, langhorne, PA, 19047"
1825,08f1f852314e30580373a86cedf0b53a,1192,KDIkj7rASjiE1xUnyXALnQ,0.44499999999999995,0,0.47,0.31,m diath que de seltz,m diath que municipale,ham's deli,2,0.0,0.0,"['library', 'public_service_and_government', 'travel_services']",['community_and_government_>_library'],"['event_planning_&_services', 'delis', 'sandwiches', 'restaurants', 'caterers', 'american_(traditional)']",0,0.42,0.4,"2 avenue du général schneider, seltz, 67470","2 avenue du général schneider, seltz, BAS-RHIN, 67470","105 n main st, st charles, MO, 63301"
1826,08f1f8d61886518b0383df6b6adad249,1028,HJhFyeLCGJTe4UCEniG5XQ,0.475,0,0.57,0.52,dorfladen moosach,dorfladen moosach ug,dolan mazda,2,0.0,0.0,"['grocery_store', 'health_food_store', 'cafe']",['retail_>_food_and_beverage_retail'],"['auto_repair', 'automotive', 'car_dealers']",0,0.38,0.31,"grafinger straße 4, moosach, 85665","taubenstr. 1, moosach, BAYERN, 85665","9475 s virginia st, reno, NV, 89511"
1827,08f18252ed2e644003e208e0b4a322d1,1265,LnTRPLsxKt52AoX9oU6NPA,0.445,0,0.51,0.19,speedwell family support,speedwell trust,long hollow family practice,2,0.0,0.0,"['charity_organization', 'counseling_and_mental_health']",['community_and_government_>_organization_>_charity'],"['health_&_medical', 'family_practice', 'doctors']",1,0.36,0.38,"48 parkanaur road, dungannon, NIR, BT70 3AA","57a parkanaur rd, dungannon, TYRONE, BT70 3AA","450 professional park dr, ste c, goodlettsville, TN, 37072"
1828,08f3da10628053a503248b8a352da438,1965,CILklubZslDuVUMh2c55_A,0.685,2,1.0,1.0,pizza hut,pizza hut,pizza hut,2,0.0,0.0,"['pizza_restaurant', 'fast_food_restaurant', 'restaurant']",['dining_and_drinking_>_restaurant_>_pizzeria'],"['pizza', 'food_delivery_services', 'food', 'fast_food', 'italian', 'restaurants', 'chicken_wings']",0,0.37,0.3,"b 408, 3rd floor, dlf mall of india, 201301","fc6, 4th floor, dlf mall of india,plot no m3, noida, UTTAR PRADESH, 201301","2312 david dr, metairie, LA, 70003"
1829,08f1f9b76a9252050316e85338ec5664,289,gRHd5bRosRWQBckzPawf-w,0.46,0,0.55,0.24,tecnocasa studio rapallo,tecnocasa,blue wren studio,2,0.0,0.0,"['real_estate_agent', 'real_estate', 'commercial_real_estate']",[],"['photography_stores_&_services', 'beauty_&_spas', 'hair_salons', 'home_&_garden', 'art_galleries', 'day_spas', 'arts_&_entertainment', 'shopping']",1,0.29,0.37,"corso goffredo mameli, 231, rapallo, 42, 16035","via mameli 229, rapallo, GENOVA, 16035","1043 virginia ave, ste 214, indianapolis, IN, 46203"
1830,08f1ea5a0844374503cfcd8b2707713e,1116,joeRm-_7T0XTkMdKo2nbaA,0.53,1,0.42,0.67,pizzecco,pizzecco paolo,paola's pizzeria,2,0.0,0.0,"['fabric_store', 'fashion']",['retail_>_furniture_and_home_store_>_carpet_store'],"['restaurants', 'pizza', 'italian']",1,0.38,0.39,"via gemona, 48, udine, 36, 33100","via gemona 48, udine, UDINE, 33100","128 n wayne ave, wayne, PA, 19087"
1832,08f49863420dad2303d40e034f52aa8a,99,1MeIwdbTnZOBFCKOrgaxuw,0.52,0,0.63,0.24,cfe zitacuaro,cfe,ricardo's italian cafe,2,0.0,0.0,"['public_and_government_association', 'public_service_and_government', 'cafe']",['business_and_professional_services_>_office'],"['american_(new)', 'restaurants', 'cafes', 'italian', 'american_(traditional)']",0,0.41,0.36,"avenida revolución sur 350, zitácuaro, 61509","revolucion sur 350, zitacuaro, MICHOACAN, 61500","1931 park ave, saint louis, MO, 63104"
1833,08f1f9b089cf330d03b9a3ab6ad274ba,52,5BmQX4UVJY19mMtafMg7JA,0.42500000000000004,0,0.33,0.31,giudice di pace di genova,giudice di pace - genova,breadland organic whole grain bakery,2,0.0,0.0,"['public_service_and_government', 'courthouse', 'social_service_organizations']",['community_and_government_>_government_building_>_courthouse'],"['specialty_food', 'bakeries', 'food', 'health_markets']",0,0.52,0.37,"via edmondo de amicis, 2, genova, 42, 16122","via edmondo de amicis 2, genova, GENOVA","11642 104 avenue, unit 642, edmonton, AB, T5K 2T7"
