sample_idx,names,addresses,categories,websites,phones,emails,socials,brand
476,{'primary': 'Labcorp'},"[{'freeform': '3101 Joe Ramsey Blvd E Ste 105', 'locality': 'Greenville', 'region': 'TX', 'country': 'US', 'postcode': '75401'}]","{'primary': 'laboratory_testing', 'alternate': ['diagnostic_services', 'medical_service_organizations']}",['http://www.labcorp.com/'],"[""+19034558310""]",,['https://www.facebook.com/101010059969208'],{'names': {}}
477,{'primary': 'Jackson Hewitt Tax Service'},"[{'freeform': '1400 Lawrenceville Hwy', 'locality': 'Lawrenceville', 'region': 'GA', 'country': 'US', 'postcode': '30044'}]","{'primary': 'tax_services', 'alternate': ['tax_office']}",['https://www.jacksonhewitt.com/Tax-Preparation-Services-Locations/GA/Lawrenceville/53388/?utm_source=bing&utm_campaign=distrib&utm_medium=local'],"[""4703853475""]",,,{'names': {}}
478,{'primary': 'M-CO Wiring'},"[{'freeform': '11756 Borman Dr', 'locality': 'Saint Louis', 'region': 'MO', 'country': 'US', 'postcode': '63146'}]","{'primary': 'electrician', 'alternate': ['home_security', 'fire_protection_service']}",['http://www.mcowiring.com/'],"[""+13144735141""]",,['https://www.facebook.com/1128247074008687'],{'names': {}}
479,{'primary': 'Metro Infusion Center'},"[{'freeform': '370 Q St', 'locality': 'Springfield', 'region': 'OR', 'country': 'US', 'postcode': '97477'}]","{'primary': 'hospital', 'alternate': ['medical_service_organizations', 'health_and_medical']}",['https://metroinfusioncenter.com/'],"[""+18774483627""]",,['https://www.facebook.com/111546148260259'],{'names': {}}
480,{'primary': 'Taco Bell'},"[{'freeform': '12900 Vanowen', 'locality': 'North Hollywood', 'region': 'CA', 'country': 'US', 'postcode': '91605'}]","{'primary': 'fast_food_restaurant', 'alternate': ['mexican_restaurant', 'breakfast_and_brunch_restaurant']}",['http://www.tacobell.com/'],"[""+17472037106""]",,['https://www.facebook.com/326326457391028'],{'names': {}}
481,{'primary': 'GreatFlorida Insurance - Peter Look Phd'},"[{'freeform': '4903 Chiquita Blvd S', 'locality': 'Cape Coral', 'region': 'FL', 'country': 'US', 'postcode': '33914'}]",{'primary': 'auto_insurance'},['https://southcapecoral.greatflorida.com/'],"[""2395001117""]",,,{'names': {}}
482,{'primary': 'My Classified Ads'},"[{'freeform': '17110 Gunn Hwy', 'locality': 'Odessa', 'region': 'FL', 'country': 'US', 'postcode': '33556'}]","{'primary': 'advertising_agency', 'alternate': ['mass_media']}",['https://www.myclassifiedads.net/'],"[""8139200197""]",,,{'names': {}}
483,{'primary': 'Hy-Vee'},"[{'freeform': '1702 E Washington St', 'locality': 'Mount Pleasant', 'postcode': '52641', 'region': 'IA', 'country': 'US'}]","{'primary': 'newspaper_and_magazines_store', 'alternate': ['convenience_store', 'books_mags_music_and_video']}",['https://www.hy-veefastandfresh.com/stores/1702-e-washington-s-mt-pleasant-ia/'],"[""3199866713""]",,,{'names': {}}
484,{'primary': 'Advanced Contractors'},"[{'freeform': '4751 SW 42nd Ter', 'locality': 'Fort Lauderdale', 'postcode': '33314', 'region': 'FL', 'country': 'US'}]",,['http://www.advancedcgc.com/'],"[""9543470374""]",,,
485,{'primary': 'BFC Money Vay Nhanh Qua Icloud'},"[{'freeform': '25 Phố Nguyễn Hoàng', 'locality': 'Quận Nam Từ Liêm', 'postcode': '12014', 'country': 'VN'}]",{'primary': 'financial_advising'},['https://bfcmoney.com/'],"[""+84968964286""]",,['https://www.facebook.com/112022281313774'],
486,{'primary': 'Gelateria Carnevali'},"[{'freeform': 'Corso Italia, 57, 62022 Castelraimondo MC, Italia', 'locality': 'Castelraimondo', 'postcode': '62022', 'region': '57', 'country': 'IT'}]","{'primary': 'ice_cream_shop', 'alternate': ['bar', 'coffee_shop']}",['http://www.gelateriacarnevali.com/'],"[""+390737641155""]",,['https://www.facebook.com/492955407512080'],{'names': {}}
487,"{'primary': 'Gary Mehta, CPA, EA'}","[{'freeform': '101 Hudson St 21st Fl', 'locality': 'Jersey City', 'region': 'NJ', 'country': 'US', 'postcode': '07311'}]","{'primary': 'tax_services', 'alternate': ['accountant', 'tax_office']}",['http://www.fourbrothersfinancial.com/'],"[""2012526703""]",,,{'names': {}}
488,{'primary': 'Norgeshus Saga Byggentreprenør'},"[{'freeform': 'Løkkeåsveien 22B', 'locality': 'Skallestad', 'region': 'Vestfold og Telemark', 'country': 'NO', 'postcode': '3138'}]","{'primary': 'building_contractor', 'alternate': ['carpenter']}",['https://norgeshus.no/no/forhandlere/norgeshus-saga-byggentreprenor-as'],"[""95045455""]",,,{'names': {}}
489,{'primary': 'BP'},"[{'freeform': '85 Church St', 'locality': 'Ronkonkoma', 'postcode': '11779', 'region': 'NY', 'country': 'US'}]","{'primary': 'gas_station', 'alternate': ['automotive']}",['http://mybpstation.com/'],"[""6317376634""]",,,{'names': {}}
490,{'primary': 'The Mill at First Hill'},"[{'freeform': '1000 8th Ave', 'locality': 'Seattle', 'region': 'WA', 'country': 'US', 'postcode': '98104'}]","{'primary': 'apartments', 'alternate': ['condominium']}",['https://www.themillatfirsthill.com/'],"[""2066822288""]",,,{'names': {}}
491,{'primary': 'Tires Plus'},"[{'freeform': '12700 Wayzata Blvd', 'locality': 'Minnetonka', 'region': 'MN', 'country': 'US', 'postcode': '55305'}]","{'primary': 'tire_dealer_and_repair', 'alternate': ['automotive_repair', 'automotive']}",['https://www.tiresplus.com/minnesota/minnetonka/12700-wayzata-blvd/'],"[""+19523141660""]",,['https://www.facebook.com/230197817553213'],{'names': {}}
492,{'primary': 'Dreams'},"[{'freeform': 'Portrack Lane', 'locality': 'Stockton', 'region': '', 'country': 'GB', 'postcode': 'TS18 2PS'}]","{'primary': 'mattress_store', 'alternate': ['furniture_store', 'shopping']}",['https://www.dreams.co.uk/store/stockton-on-tees?y_source=1_MTIyMDUwNjgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D'],"[""+441642044638""]",,['https://www.facebook.com/191525931581767'],{'names': {}}
493,{'primary': 'The UPS Store'},"[{'freeform': '136 Allen Rd', 'locality': 'Bakersfield', 'postcode': '93314', 'region': 'CA', 'country': 'US'}]","{'primary': 'packing_supply', 'alternate': ['printing_services', 'freight_and_cargo_service']}",['https://locations.theupsstore.com/ca/bakersfield/136-allen-rd?utm_source=Yext&utm_medium=organic&utm_campaign=Listings'],"[""+16615891034""]",,['https://www.facebook.com/100846865363319'],{'names': {}}
494,{'primary': 'Pizza Hut Delivery'},"[{'freeform': '128 Sandgate Road', 'locality': 'Folkestone', 'postcode': 'CT20 2BW', 'region': 'ENG', 'country': 'GB'}]","{'primary': 'pizza_restaurant', 'alternate': ['restaurant', 'food_delivery_service']}",['https://www.pizzahut.co.uk/'],"[""+441303211224""]",,['https://www.facebook.com/153874884636785'],{'names': {}}
495,{'primary': 'First National Bank'},"[{'freeform': '5229 River Rd', 'locality': 'Bethesda', 'postcode': '20816', 'region': 'MD', 'country': 'US'}]",{'primary': 'bank_credit_union'},['https://locations.fnb-online.com/md/bethesda'],"[""3019869670""]",,,{'names': {}}
496,{'primary': 'South Cobb Storage'},"[{'freeform': '5439 Old Floyd Rd SW', 'locality': 'Mableton', 'region': 'GA', 'country': 'US', 'postcode': '30126'}]","{'primary': 'self_storage_facility', 'alternate': ['storage_facility']}",['http://www.southcobbstorage.com/'],"[""+17709485008""]",,['https://www.facebook.com/2396678270553665'],{'names': {}}
497,{'primary': 'Howarth Timber and Building Supplies'},"[{'freeform': 'Geddington Rd', 'locality': 'Corby', 'region': '', 'country': 'GB', 'postcode': 'NN18 8ET'}]","{'primary': 'building_supply_store', 'alternate': ['hardware_store', 'construction_services']}",['http://www.howarth-timber.co.uk'],"[""+441536407079""]",,['https://www.facebook.com/1485196728373893'],{'names': {}}
498,{'primary': 'Austin Lone Star'},"[{'freeform': '7009 S I-35', 'locality': 'Austin', 'region': 'TX', 'country': 'US', 'postcode': '78744'}]","{'primary': 'rv_park', 'alternate': ['campground', 'automotive']}",['https://www.sunoutdoors.com/texas/austin-lone-star-rv-community?utm_source=facebook&utm_medium=organic&utm_campaign=facebook_listing'],"[""+15124446322""]",,['https://www.facebook.com/116112588417440'],{'names': {}}
499,"{'primary': 'Lloyd & Associates, LLC'}","[{'freeform': '8 W Broad St Ste 900', 'locality': 'Hazleton', 'region': 'PA', 'country': 'US', 'postcode': '18201'}]","{'primary': 'accountant', 'alternate': ['payroll_services']}",['http://www.lloydassociatescpa.com/'],"[""5704552296""]",,,{'names': {}}
500,{'primary': 'Profile Publishing Location 1'},"[{'freeform': '1766 Palo Verde Ave', 'locality': 'East Palo Alto', 'postcode': '96303', 'region': 'CA', 'country': 'US'}]",{'primary': 'automotive'},[''],"[""4089844462""]",,,
501,{'primary': 'Rituals'},"[{'freeform': 'Calle de Fuencarral, 22', 'locality': 'Madrid', 'postcode': '28004', 'country': 'ES'}]",{'primary': 'cosmetic_and_beauty_supplies'},['https://www.rituals.com/'],"[""+34915234283""]",,['https://www.facebook.com/484115948682461'],{'names': {}}
502,{'primary': 'Sears'},"[{'freeform': '1627-1 Opelika Rd', 'locality': 'Auburn', 'region': 'AL', 'country': 'US', 'postcode': '36830'}]","{'primary': 'department_store', 'alternate': ['retail']}",['http://www.sears.com/'],"[""3345022000""]",,,{'names': {}}
503,{'primary': 'Boca Woods Country Club'},"[{'freeform': '10471 Boca Woods Ln', 'locality': 'Boca Raton', 'region': 'FL', 'country': 'US', 'postcode': '33428'}]","{'primary': 'golf_club', 'alternate': ['country_club', 'golf_course', 'active_life', 'arts_and_entertainment']}",['http://www.bocawoodscc.com/'],"[""5614872800""]",,,{'names': {}}
504,{'primary': 'OakStar Bank'},"[{'freeform': '1508 N 2nd St', 'locality': 'Clinton', 'region': 'MO', 'country': 'US', 'postcode': '64735'}]","{'primary': 'bank_credit_union', 'alternate': ['banks', 'mortgage_broker']}",['http://www.oakstarbank.com'],"[""+16608852357""]",,['https://www.facebook.com/412532546156511'],{'names': {}}
505,{'primary': 'Rehab Burger Therapy'},"[{'freeform': '7210 E 2nd St', 'locality': 'Scottsdale', 'region': 'AZ', 'country': 'US', 'postcode': '85251'}]","{'primary': 'bar', 'alternate': ['burger_restaurant', 'sandwich_shop', 'food', 'restaurant']}",['http://www.rehabburgertherapy.com/'],"[""4806215358""]",,,{'names': {}}
506,{'primary': 'Union Breast Surgery Specialists'},"[{'freeform': '1550 Faulk St #2100', 'locality': 'Monroe', 'region': 'NC', 'country': 'US', 'postcode': '28112'}]","{'primary': 'medical_center', 'alternate': ['health_and_medical']}",['https://atriumhealth.org/locations/detail/union-breast-surgery-specialists'],"[""7046679830""]",,,{'names': {}}
507,{'primary': 'Interstate All Battery Center'},"[{'freeform': '30 Nashua St', 'locality': 'Woburn', 'region': 'MA', 'country': 'US', 'postcode': '01801'}]","{'primary': 'battery_store', 'alternate': ['auto_parts_and_supply_store', 'retail']}",['https://www.interstatebatteries.com/locations/all-battery-center-woburn-ma?utm_source=bing&utm_medium=local&utm_campaign=localmaps&utm_content=9078'],"[""7819320076""]",,,{'names': {}}
508,{'primary': 'Kaibab Veterinary Clinic'},"[{'freeform': '400 E Butler Ave', 'locality': 'Flagstaff', 'region': 'AZ', 'country': 'US', 'postcode': '86001'}]","{'primary': 'veterinarian', 'alternate': ['pet_services', 'health_and_medical']}",['https://www.aaha.org/for-pet-parents/find-an-aaha-hospital/'],"[""+19287748731""]",,['https://www.facebook.com/117739751606625'],{'names': {}}
509,{'primary': 'BP'},"[{'freeform': '4125 16th Street North', 'locality': 'St. Petersburg', 'region': 'FL', 'country': 'US', 'postcode': '33703'}]","{'primary': 'gas_station', 'alternate': ['convenience_store', 'bank_credit_union']}",['https://map.bp.com/en-US/US/gas-station/saint-petersburg/bp/71699189261253370300100000000000'],"[""+17275922127""]",,['https://www.facebook.com/127018804602969'],{'names': {}}
510,{'primary': 'Cantão do Garimpo'},"[{'freeform': 'Rua Antônio José Corrêa, 366', 'locality': 'Rio Negro', 'postcode': '83880-000', 'region': 'PR', 'country': 'BR'}]","{'primary': 'furniture_store', 'alternate': ['shopping']}",['https://www.cantaodogarimpo.com.br/'],"[""+554736422594""]",,['https://www.facebook.com/677348206069591'],{'names': {}}
511,{'primary': 'Geoffrey Nathan Associates'},"[{'freeform': '112 Morden Road', 'locality': 'London', 'postcode': 'SW19 3BP', 'region': 'ENG', 'country': 'GB'}]","{'primary': 'accountant', 'alternate': ['professional_services', 'financial_service']}",['http://www.gnaccounts.com/contact-us'],"[""+442085435425""]",,['https://www.facebook.com/471483516212280'],{'names': {}}
512,{'primary': 'Walmart'},"[{'freeform': '1913 Highway 45 N', 'locality': 'Columbus', 'region': 'MS', 'country': 'US', 'postcode': '39705'}]",{'primary': 'automotive'},['https://www.walmart.com/store/495-columbus-ms/auto-care-center'],"[""6623277071""]",,,{'names': {}}
513,{'primary': 'Beemer & Mumma P.S.'},"[{'freeform': '1710 N Washington St #100', 'locality': 'Spokane', 'region': 'WA', 'country': 'US', 'postcode': '99205'}]","{'primary': 'business_law', 'alternate': ['employment_law']}",[''],"[""5093246411""]",,,{'names': {}}
514,{'primary': 'Open Air'},"[{'freeform': '100 Roosevelt Rd Ste A', 'locality': 'Saint Cloud', 'region': 'MN', 'country': 'US', 'postcode': '56301'}]","{'primary': 'contractor', 'alternate': ['professional_services', 'sandblasting_service']}",['http://openairco.com/'],"[""+13207743555""]",,['https://www.facebook.com/1550153701970056'],{'names': {}}
515,"{'primary': ""francesca's""}","[{'freeform': '1300 W Sunset Road 2313', 'locality': 'Henderson', 'region': 'NV', 'country': 'US', 'postcode': '89014'}]","{'primary': ""women's_clothing_store"", 'alternate': ['clothing_store', 'boutique']}",['https://www.francescas.com/'],"[""+17029368502""]",,['https://www.facebook.com/1753939731557316'],{'names': {}}
516,{'primary': 'Comairco'},"[{'freeform': '110 Norfinch Dr', 'locality': 'Toronto', 'postcode': 'M3N 1X1', 'region': 'ON', 'country': 'CA'}]","{'primary': 'professional_services', 'alternate': ['wholesale_store', 'commercial_industrial']}",['http://www.comairco.com'],"[""+14166679510""]",,['https://www.facebook.com/170598976472142'],{'names': {}}
517,{'primary': 'West County Optometry'},"[{'freeform': '11780 San Pablo Ave', 'locality': 'El Cerrito', 'region': 'CA', 'country': 'US', 'postcode': '94530'}]","{'primary': 'optometrist', 'alternate': ['eyewear_and_optician']}",['http://www.westcountyoptometry.com/'],"[""+15102341730""]",,['https://www.facebook.com/116612528410611'],{'names': {}}
518,{'primary': 'Sherwin-Williams Paint Store'},"[{'freeform': '820 NE Park St', 'locality': 'Okeechobee', 'region': 'FL', 'country': 'US', 'postcode': '34972'}]","{'primary': 'paint_store', 'alternate': ['home_improvement_store', 'retail']}",['http://www.sherwin-williams.com/store-locator/paint-store/okeechobee/fl/702573'],"[""8638246101""]",,,{'names': {}}
519,{'primary': 'Starbucks'},"[{'freeform': '1248 E 17th St', 'locality': 'Santa Ana', 'region': 'CA', 'country': 'US', 'postcode': '92701'}]","{'primary': 'coffee_shop', 'alternate': ['restaurant']}",['https://www.starbucks.com/store-locator/store/18516/'],"[""7148366975""]",,,{'names': {}}
520,{'primary': 'Fountain Court Senior Living'},"[{'freeform': '24200 224th Ave SE', 'locality': 'Maple Valley', 'region': 'WA', 'country': 'US', 'postcode': '98038'}]",{'primary': 'retirement_home'},['https://www.fountaincourtseniorliving.com/'],"[""+14255295771""]",,['https://www.facebook.com/859566784155505'],{'names': {}}
521,{'primary': 'Galadom Lublin'},"[{'freeform': 'ulica Fabryczna 2', 'locality': 'Lublin', 'postcode': '20-301', 'region': '06', 'country': 'PL'}]","{'primary': 'real_estate', 'alternate': ['home_developer', 'real_estate_agent']}",['http://www.galadom.pl/'],"[""+48814450505""]",,['https://www.facebook.com/114331268640429'],{'names': {}}
522,"{'primary': 'JH Engineering, LLC'}","[{'freeform': '44 Glen Oak Ct', 'locality': 'Westminster', 'postcode': '21158', 'region': 'MD', 'country': 'US'}]",{'primary': 'structural_engineer'},['http://www.jhengr.com/'],"[""4438390805""]",,,{'names': {}}
523,{'primary': 'First Merchants Bank'},"[{'freeform': '13323 S Baltimore Ave', 'locality': 'Chicago', 'region': 'IL', 'country': 'US', 'postcode': '60633'}]","{'primary': 'banks', 'alternate': ['bank_credit_union', 'financial_service']}",['https://www.firstmerchants.com/'],"[""+17736461000""]",,['https://www.facebook.com/218996758118096'],{'names': {}}
524,{'primary': 'Kumon Math and Reading Center'},"[{'freeform': '329 10TH Ave Ste #135', 'locality': 'LIMERICK', 'region': 'PA', 'country': 'US', 'postcode': '19468'}]","{'primary': 'tutoring_center', 'alternate': ['education', 'school']}",['http://www.kumon.com/LADUE'],"[""+14849334830""]",,['https://www.facebook.com/503654069657672'],{'names': {}}
525,{'primary': 'Sterling McCall Ford'},"[{'freeform': '6445 Southwest Fwy', 'locality': 'Houston', 'region': 'TX', 'country': 'US', 'postcode': '77074'}]","{'primary': 'auto_parts_and_supply_store', 'alternate': ['used_car_dealer', 'automotive', 'retail']}",['https://www.sterlingmccallford.com/'],"[""2815885000""]",,,{'names': {}}
526,{'primary': 'Save A Lot'},"[{'freeform': '71 S Lee St', 'locality': 'Labelle', 'region': 'FL', 'country': 'US', 'postcode': '33935'}]","{'primary': 'supermarket', 'alternate': ['grocery_store', 'discount_store']}",['https://savealot.com/flyers'],"[""+18636758080""]",,['https://www.facebook.com/1779297545500443'],{'names': {}}
527,{'primary': 'Sunoco Gas Station'},"[{'freeform': '701 W Main St', 'locality': 'Paoli', 'postcode': '47454', 'region': 'IN', 'country': 'US'}]","{'primary': 'gas_station', 'alternate': ['automotive']}",['https://www.sunoco.com/find-a-station'],"[""8127232927""]",,,{'names': {}}
528,{'primary': 'Sam V. Calvert Attorney at Law'},"[{'freeform': '1011 2nd St N #107', 'locality': 'Saint Cloud', 'region': 'MN', 'country': 'US', 'postcode': '56303'}]","{'primary': 'bankruptcy_law', 'alternate': ['real_estate_law', 'lawyer']}",['https://www.samcalvert.com/'],"[""+13202524473""]",,['https://www.facebook.com/472502362788636'],{'names': {}}
